Chr	Start	End	GeneID	Anolis	Python	Thamnophis	lfcMean_LiverTreat	lfcSE_LiverTreat	pAdj_LiverTreat	lfcMean_LiverInter	lfcSE_LiverInter	pAdj_LiverInter	lfcMean_KidneyTreat	lfcSE_KidneyTreat	pAdj_KidneyTreat	lfcMean_KidneyInter	lfcSE_KidneyInter	pAdj_KidneyInter	lfcMean_SkinTreat	lfcSE_SkinTreat	pAdj_SkinTreat
scaffold-ma2	184488509	184494560	maker-scaffold-ma2-augustus-gene-615.5	LOC100560626	LOC103063884	LOC106537487	-2.148657764	1.544477768	0.018868113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	194168887	194194853	maker-scaffold-ma2-augustus-gene-647.7	trim36	TRIM36	TRIM36	1.777402061	0.874766089	0.019673613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	195322781	195339791	maker-scaffold-ma2-augustus-gene-651.7	NA	NA	NA	-1.865309993	0.859555599	0.014906337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	201154062	201195682	maker-scaffold-ma2-augustus-gene-670.4	ell2	ELL2	ELL2	1.539942683	0.592922682	0.009193945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	207940353	208011175	augustus_masked-scaffold-ma2-processed-gene-693.3	LOC100554021	MARVELD2	MARVELD2	1.089118726	0.536826946	0.035018464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	211233353	211236222	maker-scaffold-ma2-augustus-gene-704.7	jmy	JMY	JMY	1.959172019	0.657981112	0.003373175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	211723660	211732507	maker-scaffold-ma2-augustus-gene-705.18	cenph	CENPH	CENPH	1.705089051	1.301475301	0.043000364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	211736488	211743296	maker-scaffold-ma2-augustus-gene-705.19	ccnb1	CCNB1	CCNB1	2.951978328	1.221407151	0.003583786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	211656018	211668783	maker-scaffold-ma2-augustus-gene-705.15	serinc5	SERINC5	SERINC5	1.3457573	0.502569756	0.008944671	NA	NA	NA	0.935214945	0.346510869	0.02073194	NA	NA	NA	NA	NA	NA
scaffold-ma2	214724052	214749325	augustus_masked-scaffold-ma2-processed-gene-715.1	depdc1b	DEPDC1B	DEPDC1B	3.766746576	1.09534248	0.000264531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	216690635	216717034	maker-scaffold-ma2-augustus-gene-722.7	dhx29	DHX29	DHX29	1.861840727	0.938829341	0.019601409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	217460699	217518142	maker-scaffold-ma2-augustus-gene-725.2	itga2	ITGA2	LOC106538529	5.307661701	1.523442729	1.41E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	93763	139080	maker-scaffold-mi8-augustus-gene-0.13	nfatc3	NFATC3	LOC106547095	1.394673944	0.855892623	0.048133308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	973388	979927	maker-scaffold-mi8-augustus-gene-3.26	lcat	LCAT	LCAT	-2.197444291	0.71144689	0.002352797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	1260637	1273153	maker-scaffold-mi8-augustus-gene-4.14	gpi	GPI	GPI	-1.62170919	0.733256244	0.016649773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	2346532	2374239	maker-scaffold-mi8-augustus-gene-7.28	rspry1	RSPRY1	RSPRY1	2.168627897	0.700256938	0.002352797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	2712555	2717813	maker-scaffold-mi8-augustus-gene-9.8	tradd	TRADD	TRADD	2.431062713	0.905179656	0.004220494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	2965298	3009032	maker-scaffold-mi8-augustus-gene-10.8	gnao1	LOC103067856	GNAO1	-1.617352923	1.161222947	0.047942603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	3570001	3575667	maker-scaffold-mi8-augustus-gene-11.10	h6pd	H6PD	H6PD	-1.623298659	0.497296465	0.002151643	NA	NA	NA	-1.758400722	0.887666142	0.013611817	NA	NA	NA	NA	NA	NA
scaffold-mi8	4913638	4918642	maker-scaffold-mi8-augustus-gene-16.31	ccnb3	LOC103056997	CCNB3	4.115652981	1.061292774	6.71E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	5087601	5100246	augustus_masked-scaffold-mi8-processed-gene-17.1	frmpd3	FRMPD3	FRMPD3	-1.402701978	0.449172208	0.003349412	NA	NA	NA	-1.056280638	0.511385638	0.038196849	NA	NA	NA	NA	NA	NA
scaffold-mi8	5311215	5317013	maker-scaffold-mi8-augustus-gene-17.35	tat	TAT	TAT	-2.042650005	0.901385102	0.011316933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	5964835	5981384	maker-scaffold-mi8-augustus-gene-20.36	cdh1	CDH1	LOC106542204	1.614056399	0.894687086	0.030720681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	6538641	6556092	maker-scaffold-mi8-augustus-gene-21.22	cbfa2t3	CBFA2T3	LOC106544051	-2.616748684	0.967553669	0.003563377	NA	NA	NA	-3.276351166	1.072418623	0.000857721	NA	NA	NA	NA	NA	NA
scaffold-mi8	8046538	8059005	maker-scaffold-mi8-augustus-gene-26.26	sec14l2	LOC103064028	LOC106556086	-2.560164154	0.784316874	0.001311034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	8036674	8047598	maker-scaffold-mi8-augustus-gene-26.42	rnf215	RNF215	LOC106551478	-1.833194535	1.200167799	0.032700103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	9507238	9514247	maker-scaffold-mi8-augustus-gene-31.23	wdr66	WDR66	LOC106554194	-3.285459694	0.810624677	0.000109925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	9537447	9549758	augustus_masked-scaffold-mi8-processed-gene-31.6	mlxip	MLXIP	LOC106554856	1.826904921	1.588697304	0.026579067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	9451616	9458804	maker-scaffold-mi8-augustus-gene-31.19	psmd9	PSMD9	PSMD9	-1.177072266	0.521479559	0.021940581	NA	NA	NA	-1.323840915	0.705942135	0.027791982	NA	NA	NA	NA	NA	NA
scaffold-mi8	9465446	9466725	maker-scaffold-mi8-augustus-gene-31.20	wdr66	WDR66	LOC106554194	-2.800839294	1.102571717	0.003723687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	9444844	9454416	maker-scaffold-mi8-augustus-gene-31.31	hpd	HPD	HPD	-2.469973727	0.711118936	0.000860034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un18	135756	139324	augustus_masked-scaffold-un18-processed-gene-0.8	NA	NA	NA	-1.873072537	0.894716028	0.016562808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un18	135756	139324	augustus_masked-scaffold-un18-processed-gene-0.8	NA	NA	NA	-2.481705424	0.924919197	0.004071374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un4993	50	1156	maker-scaffold-un4993-augustus-gene-0.1	NA	NA	NA	-2.013626412	0.931490383	0.013439016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un12	246390	270560	augustus_masked-scaffold-un12-processed-gene-0.7	NA	NA	NA	-1.349031314	0.769795647	0.042333093	NA	NA	NA	-1.272742439	0.675752462	0.030178535	NA	NA	NA	NA	NA	NA
scaffold-un643	610	5239	maker-scaffold-un643-augustus-gene-0.1	NA	NA	NA	1.581515864	0.678972818	0.014141418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un20	314568	327138	maker-scaffold-un20-augustus-gene-0.32	NA	NA	NA	-2.21646539	0.874755209	0.006457013	NA	NA	NA	-1.259470457	0.744132548	0.041288858	NA	NA	NA	NA	NA	NA
scaffold-un150	35648	41706	maker-scaffold-un150-augustus-gene-0.5	NA	NA	NA	1.781569336	1.602909884	0.026865058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un14	456079	463446	maker-scaffold-un14-augustus-gene-1.10	NA	NA	NA	1.884413329	1.351470682	0.031621581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un80	18129	45549	maker-scaffold-un80-augustus-gene-0.3	NA	NA	NA	1.820657685	0.949140727	0.022108333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un682	1480	5237	maker-scaffold-un682-augustus-gene-0.2	NA	NA	NA	-1.543318229	0.681232923	0.01628912	NA	NA	NA	-2.686248858	0.784228424	0.000471604	NA	NA	NA	NA	NA	NA
scaffold-un168	1956	3218	augustus_masked-scaffold-un168-processed-gene-0.0	NA	NA	NA	-1.369198123	0.597813055	0.017624695	NA	NA	NA	-1.844449102	0.585451739	0.000741684	NA	NA	NA	NA	NA	NA
scaffold-un132	30695	33292	maker-scaffold-un132-augustus-gene-0.2	NA	NA	NA	-2.540259713	0.890274259	0.002999512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un101	35730	46503	augustus_masked-scaffold-un101-processed-gene-0.2	NA	NA	NA	-1.106670145	0.608486649	0.048485336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un15	7823	29861	maker-scaffold-un15-augustus-gene-0.29	NA	NA	NA	-2.006575882	1.117993814	0.021325393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un27	196238	202371	maker-scaffold-un27-augustus-gene-0.8	NA	NA	NA	-1.83829366	1.169962861	0.031379366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un192	31031	32121	maker-scaffold-un192-augustus-gene-0.4	NA	NA	NA	1.897048783	0.629309482	0.003242589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un3514	3	1058	augustus_masked-scaffold-un3514-processed-gene-0.0	NA	NA	NA	1.86849035	0.950370828	0.019908406	NA	NA	NA	NA	NA	NA	2.697209525	1.142630361	0.014268144	NA	NA	NA
scaffold-un191	897	15192	maker-scaffold-un191-augustus-gene-0.1	NA	NA	NA	1.511546599	1.553861797	0.038344483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un24	111533	113542	maker-scaffold-un24-augustus-gene-0.19	NA	NA	NA	-2.174775754	0.642255629	0.001230843	NA	NA	NA	-2.867524017	0.766501355	0.000215856	NA	NA	NA	NA	NA	NA
scaffold-un24	111533	113542	maker-scaffold-un24-augustus-gene-0.19	NA	NA	NA	-2.174775754	0.642255629	0.001230843	NA	NA	NA	-2.482759808	0.720142631	0.000412504	NA	NA	NA	NA	NA	NA
scaffold-un24	111533	113542	maker-scaffold-un24-augustus-gene-0.19	NA	NA	NA	-1.417281411	0.568498975	0.011909022	NA	NA	NA	-2.867524017	0.766501355	0.000215856	NA	NA	NA	NA	NA	NA
scaffold-un24	111533	113542	maker-scaffold-un24-augustus-gene-0.19	NA	NA	NA	-1.417281411	0.568498975	0.011909022	NA	NA	NA	-2.482759808	0.720142631	0.000412504	NA	NA	NA	NA	NA	NA
scaffold-un175	11109	39092	augustus_masked-scaffold-un175-processed-gene-0.0	NA	NA	NA	-1.905446109	0.634369584	0.003315521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un11	106016	136141	maker-scaffold-un11-augustus-gene-0.6	NA	NA	NA	1.469095012	0.909131465	0.045216647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un11	3318	71742	maker-scaffold-un11-augustus-gene-0.9	NA	NA	NA	1.721090993	1.470843477	0.037877458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un11	495553	518837	maker-scaffold-un11-augustus-gene-1.6	NA	NA	NA	2.172502177	1.452224018	0.019423405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un11	1844376	1847969	augustus_masked-scaffold-un11-processed-gene-6.6	NA	NA	NA	-1.372999624	0.799524282	0.043324471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi4	2753947	2755087	NA	NA	NA	NA	NA	NA	NA	1.777898463	0.955942847	0.042028347	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi4	9558302	9570207	NA	NA	NA	NA	NA	NA	NA	-2.845902919	1.403814494	0.021872391	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi5	1137889	1154833	NA	NA	NA	NA	NA	NA	NA	3.203597739	1.128875908	0.009606369	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi5	9543835	9551478	NA	NA	NA	NA	NA	NA	NA	3.069005557	2.277675944	0.017474351	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi5	11000443	11009811	NA	NA	NA	NA	NA	NA	NA	-3.283792513	1.733503866	0.016843515	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi2	7043378	7051693	NA	NA	NA	NA	NA	NA	NA	3.07152821	1.172112045	0.012474807	1.965486232	0.970700291	0.01089712	NA	NA	NA	NA	NA	NA
scaffold-mi2	8263446	8276871	NA	NA	NA	NA	NA	NA	NA	4.593381386	1.400821412	0.001357231	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi7	2163304	2164596	NA	NA	NA	NA	NA	NA	NA	4.194768734	1.073351938	0.00071836	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi7	3818575	3825033	NA	NA	NA	NA	NA	NA	NA	3.816537986	0.83325119	0.000149565	1.309494359	0.783825745	0.039523818	NA	NA	NA	NA	NA	NA
scaffold-mi7	3924431	3931106	NA	NA	NA	NA	NA	NA	NA	-2.899408471	1.27013864	0.018210233	NA	NA	NA	4.001538561	1.303749338	0.004734899	NA	NA	NA
scaffold-mi7	3924431	3931106	NA	NA	NA	NA	NA	NA	NA	-2.899408471	1.27013864	0.018210233	NA	NA	NA	4.564098086	1.268357236	0.001979885	NA	NA	NA
scaffold-mi7	3924431	3931106	NA	NA	NA	NA	NA	NA	NA	-3.900283333	1.689975462	0.007375679	NA	NA	NA	4.001538561	1.303749338	0.004734899	NA	NA	NA
scaffold-mi7	3924431	3931106	NA	NA	NA	NA	NA	NA	NA	-3.900283333	1.689975462	0.007375679	NA	NA	NA	4.564098086	1.268357236	0.001979885	NA	NA	NA
scaffold-mi7	10914836	10917209	NA	NA	NA	NA	NA	NA	NA	3.845545517	0.828339398	0.000122985	NA	NA	NA	2.099214512	1.516058608	0.043662725	NA	NA	NA
scaffold-Z	392257	400362	NA	NA	NA	NA	NA	NA	NA	-2.59398553	1.756134943	0.036215387	NA	NA	NA	4.36421976	0.869848103	6.87E-05	NA	NA	NA
scaffold-Z	2946064	2957264	NA	NA	NA	NA	NA	NA	NA	-3.311200329	1.673416098	0.015977254	-4.109065524	0.988928846	4.24E-05	NA	NA	NA	NA	NA	NA
scaffold-Z	2946064	2957264	NA	NA	NA	NA	NA	NA	NA	-3.311200329	1.673416098	0.015977254	-1.88788959	1.436520825	0.027128179	NA	NA	NA	NA	NA	NA
scaffold-Z	26417448	26426941	NA	NA	NA	NA	NA	NA	NA	-3.190297188	1.923052354	0.018310163	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-Z	43463372	43469968	NA	NA	NA	NA	NA	NA	NA	-4.300671273	1.608871962	0.003696259	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-Z	94834998	94852625	NA	NA	NA	NA	NA	NA	NA	-3.323250982	1.366619027	0.01232249	-1.799864193	1.382323681	0.0311764	NA	NA	NA	NA	NA	NA
scaffold-ma4	77185402	77217346	NA	NA	NA	NA	NA	NA	NA	3.240070502	1.68000655	0.017474351	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma4	77044772	77050641	NA	NA	NA	NA	NA	NA	NA	-3.252084918	0.956848856	0.004746519	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma7	7480413	7577370	NA	NA	NA	NA	NA	NA	NA	3.466621722	2.266467099	0.01232249	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma7	12294262	12396422	NA	NA	NA	NA	NA	NA	NA	-4.758124666	2.22927839	0.002261466	-3.251793122	0.751249448	5.11E-05	NA	NA	NA	NA	NA	NA
scaffold-ma7	12294262	12396422	NA	NA	NA	NA	NA	NA	NA	-4.758124666	2.22927839	0.002261466	-1.631374698	1.063039999	0.031758943	NA	NA	NA	NA	NA	NA
scaffold-ma7	12294262	12396422	NA	NA	NA	NA	NA	NA	NA	-4.505862515	0.993789059	7.08E-05	-3.251793122	0.751249448	5.11E-05	NA	NA	NA	NA	NA	NA
scaffold-ma7	12294262	12396422	NA	NA	NA	NA	NA	NA	NA	-4.505862515	0.993789059	7.08E-05	-1.631374698	1.063039999	0.031758943	NA	NA	NA	NA	NA	NA
scaffold-ma7	12294262	12396422	NA	NA	NA	NA	NA	NA	NA	-5.632697505	1.267063581	2.08E-05	-3.251793122	0.751249448	5.11E-05	NA	NA	NA	NA	NA	NA
scaffold-ma7	12294262	12396422	NA	NA	NA	NA	NA	NA	NA	-5.632697505	1.267063581	2.08E-05	-1.631374698	1.063039999	0.031758943	NA	NA	NA	NA	NA	NA
scaffold-ma7	55251439	55270485	NA	NA	NA	NA	NA	NA	NA	-2.609414054	2.405818362	0.020797172	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	4195265	4204239	NA	NA	NA	NA	NA	NA	NA	3.919912438	1.225114315	0.003310393	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	7209947	7210667	NA	NA	NA	NA	NA	NA	NA	2.295144268	1.056412053	0.026736503	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	7209947	7210667	NA	NA	NA	NA	NA	NA	NA	2.889661446	1.260048984	0.018210233	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	8332499	8346094	NA	NA	NA	NA	NA	NA	NA	3.344486272	1.269098095	0.010331692	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	16121803	16126348	NA	NA	NA	NA	NA	NA	NA	2.346260875	1.569065753	0.04543828	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	27864587	27879279	NA	NA	NA	NA	NA	NA	NA	-4.655914856	1.644191897	0.002091554	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	32947410	32950728	NA	NA	NA	NA	NA	NA	NA	2.925660906	1.80796593	0.024769261	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	32995053	32998912	NA	NA	NA	NA	NA	NA	NA	-3.208345288	1.502733373	0.016229179	-2.290294776	0.924339334	0.003857188	NA	NA	NA	NA	NA	NA
scaffold-ma3	98453394	98479334	NA	NA	NA	NA	NA	NA	NA	-3.141106659	1.359399143	0.015409623	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	121808310	121847013	NA	NA	NA	NA	NA	NA	NA	-3.096669729	1.538602324	0.018310163	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma3	127704053	127709205	NA	NA	NA	NA	NA	NA	NA	-3.484775753	1.195522025	0.007200051	-1.961163246	1.051155968	0.014300454	NA	NA	NA	NA	NA	NA
scaffold-ma3	142747942	142752238	NA	NA	NA	NA	NA	NA	NA	-2.55076417	0.864193619	0.01232249	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	709172	713743	NA	NA	NA	NA	NA	NA	NA	3.830590584	1.080870489	0.0021908	1.644777667	0.761587345	0.010652053	NA	NA	NA	NA	NA	NA
scaffold-ma1	8915146	8923278	NA	NA	NA	NA	NA	NA	NA	2.747792635	2.326936038	0.020987018	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	71917954	71923479	NA	NA	NA	NA	NA	NA	NA	2.332460169	1.796604848	0.047570138	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	84520448	84595570	NA	NA	NA	NA	NA	NA	NA	-2.240294366	1.960250384	0.048437959	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	108258032	108280446	NA	NA	NA	NA	NA	NA	NA	-2.192073723	1.157456883	0.036405958	-2.504968976	0.684620894	0.000229957	NA	NA	NA	NA	NA	NA
scaffold-ma1	128511223	128518334	NA	NA	NA	NA	NA	NA	NA	2.184856732	2.186710957	0.039555571	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	128525382	128525453	NA	NA	NA	NA	NA	NA	NA	2.320293065	1.384997136	0.040643038	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	135800778	135858969	NA	NA	NA	NA	NA	NA	NA	-2.820683567	1.001399896	0.01232249	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	142274298	142290368	NA	NA	NA	NA	NA	NA	NA	-2.786723287	1.264144691	0.020597607	NA	NA	NA	3.541813862	1.326582181	0.008110481	NA	NA	NA
scaffold-ma1	146360872	146396117	NA	NA	NA	NA	NA	NA	NA	2.868146548	0.759991264	0.003310393	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	153174379	153179339	NA	NA	NA	NA	NA	NA	NA	-3.263333067	2.632140095	0.009630083	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	165669949	165710695	NA	NA	NA	NA	NA	NA	NA	-2.027968955	2.417328003	0.02471727	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	164873525	164889522	NA	NA	NA	NA	NA	NA	NA	2.717760885	2.053211963	0.028702682	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	179916704	179918614	NA	NA	NA	NA	NA	NA	NA	-2.463220639	1.177822561	0.026736503	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	211685696	211715867	NA	NA	NA	NA	NA	NA	NA	2.365902469	2.156858582	0.036405958	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma1	297712735	297726475	NA	NA	NA	NA	NA	NA	NA	2.000368217	1.202789042	0.048437959	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma5	7626944	7659365	NA	NA	NA	NA	NA	NA	NA	2.651446078	2.24107957	0.025733052	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma5	53192943	53212329	NA	NA	NA	NA	NA	NA	NA	-2.02274166	1.075627668	0.039284623	-1.200304855	0.582401649	0.026222943	NA	NA	NA	NA	NA	NA
scaffold-ma5	83986260	84000775	NA	NA	NA	NA	NA	NA	NA	-3.082575768	1.160243147	0.01232249	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	1364193	1371334	NA	NA	NA	NA	NA	NA	NA	-2.692079024	1.032725783	0.015977254	-1.428155904	0.584403862	0.007481717	NA	NA	NA	NA	NA	NA
scaffold-mi3	2490155	2504127	NA	NA	NA	NA	NA	NA	NA	2.806727665	1.214464177	0.018310163	1.043074453	0.517472526	0.042258923	NA	NA	NA	NA	NA	NA
scaffold-mi3	13056837	13059939	NA	NA	NA	NA	NA	NA	NA	-2.851463256	1.60371701	0.02558998	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	12144312	12156983	NA	NA	NA	NA	NA	NA	NA	-3.034489313	1.13902657	0.012433289	NA	NA	NA	NA	NA	NA	2.91051225	0.560321651	0.000850391
scaffold-ma6	44537181	44564917	NA	NA	NA	NA	NA	NA	NA	2.116036553	1.201526936	0.042028347	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	58636239	58637048	NA	NA	NA	NA	NA	NA	NA	-3.593956926	1.341723077	0.007889986	NA	NA	NA	5.741426215	1.234742893	6.76E-05	NA	NA	NA
scaffold-ma2	7489706	7493486	NA	NA	NA	NA	NA	NA	NA	4.429204144	1.155597723	0.000638982	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	24029472	24035274	NA	NA	NA	NA	NA	NA	NA	2.895468142	1.907041168	0.025452161	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	24029472	24035274	NA	NA	NA	NA	NA	NA	NA	4.893955703	1.182031019	0.000139091	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	33274450	33289409	NA	NA	NA	NA	NA	NA	NA	3.649649982	1.099902543	0.003696259	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	33274450	33289409	NA	NA	NA	NA	NA	NA	NA	3.055940843	1.288928606	0.015715085	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	33764314	33772176	NA	NA	NA	NA	NA	NA	NA	-3.786657414	2.911996848	0.004716084	NA	NA	NA	5.921750873	2.408099613	0.001911676	NA	NA	NA
scaffold-ma2	47014865	47027314	NA	NA	NA	NA	NA	NA	NA	3.291712025	2.050441391	0.016296304	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	47799813	47810487	NA	NA	NA	NA	NA	NA	NA	2.711247356	1.622375725	0.029537435	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	47799813	47810487	NA	NA	NA	NA	NA	NA	NA	2.375574657	1.799439511	0.045655794	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	52100087	52115948	NA	NA	NA	NA	NA	NA	NA	-2.738995306	1.148268932	0.018310163	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	86992046	87012243	NA	NA	NA	NA	NA	NA	NA	-2.355652266	1.388860568	0.03948516	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	93203329	93235519	NA	NA	NA	NA	NA	NA	NA	-4.54339333	1.548183474	0.002161393	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	111116550	111133367	NA	NA	NA	NA	NA	NA	NA	-4.195390988	1.345227185	0.002766039	-2.137760555	1.303580641	0.016503935	NA	NA	NA	NA	NA	NA
scaffold-ma2	142302153	142309467	NA	NA	NA	NA	NA	NA	NA	-2.382829646	1.408429491	0.039011255	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	143305892	143328546	NA	NA	NA	NA	NA	NA	NA	-2.955333652	1.279269647	0.017474351	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	146488348	146495433	NA	NA	NA	NA	NA	NA	NA	-2.660512659	1.099171644	0.018310163	-2.266967471	1.080381117	0.0078854	NA	NA	NA	NA	NA	NA
scaffold-ma2	160254206	160257548	NA	NA	NA	NA	NA	NA	NA	-3.189194073	1.796558392	0.018310163	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	178060393	178070754	NA	NA	NA	NA	NA	NA	NA	-2.713711036	0.975493778	0.013031098	NA	NA	NA	3.587497728	1.211826134	0.006148602	NA	NA	NA
